fips,county,candidate,votes
37067,Forsyth,Jo Jorgensen,1785
37067,Forsyth,Joseph R. Biden,113033
37067,Forsyth,Write-in,585
37069,Franklin,Don Blankenship,73
37069,Franklin,Donald J. Trump,20901
37069,Franklin,Howie Hawkins,75
37069,Franklin,Jo Jorgensen,333
37069,Franklin,Joseph R. Biden,15879
37069,Franklin,Write-in,90
37071,Gaston,Don Blankenship,142
37071,Gaston,Donald J. Trump,73033
37071,Gaston,Howie Hawkins,225
37071,Gaston,Jade Simmons,1
37071,Gaston,Jo Jorgensen,910
37071,Gaston,Joseph R. Biden,40959
37071,Gaston,Write-in,228
37073,Gates,Don Blankenship,7
37073,Gates,Donald J. Trump,3367
37073,Gates,Howie Hawkins,4
37073,Gates,Jo Jorgensen,41
37073,Gates,Joseph R. Biden,2546
37073,Gates,Write-in,6
37075,Graham,Don Blankenship,13
37075,Graham,Donald J. Trump,3710
37075,Graham,Howie Hawkins,5
37075,Graham,Jo Jorgensen,26
37075,Graham,Joseph R. Biden,905
37075,Graham,Write-in,6
37077,Granville,Don Blankenship,31
37077,Granville,Donald J. Trump,16647
37077,Granville,Howie Hawkins,55
37077,Granville,Jade Simmons,2
37077,Granville,Jo Jorgensen,244
37077,Granville,Joseph R. Biden,14565
37077,Granville,Write-in,54
37079,Greene,Don Blankenship,4
37079,Greene,Donald J. Trump,4874
37079,Greene,Howie Hawkins,8
37079,Greene,Jo Jorgensen,26
37079,Greene,Joseph R. Biden,3832
37079,Greene,Write-in,9
37081,Guilford,Don Blankenship,423
37081,Guilford,Donald J. Trump,107294
37081,Guilford,Howie Hawkins,704
37081,Guilford,Jade Simmons,4
37081,Guilford,Jo Jorgensen,2232
37081,Guilford,Joseph R. Biden,173086
37081,Guilford,Write-in,743
37083,Halifax,Don Blankenship,24
37083,Halifax,Donald J. Trump,10080
37083,Halifax,Howie Hawkins,31
37083,Halifax,Jo Jorgensen,62
37083,Halifax,Joseph R. Biden,15545
37083,Halifax,Write-in,17
37085,Harnett,Don Blankenship,80
37085,Harnett,Donald J. Trump,35177
37085,Harnett,Howie Hawkins,125
37085,Harnett,Jo Jorgensen,708
37085,Harnett,Joseph R. Biden,22093
37085,Harnett,Write-in,110
37087,Haywood,Don Blankenship,56
37087,Haywood,Donald J. Trump,22834
37087,Haywood,Howie Hawkins,89
37087,Haywood,Jo Jorgensen,334
37087,Haywood,Joseph R. Biden,13144
37087,Haywood,Write-in,85
37089,Henderson,Don Blankenship,131
37089,Henderson,Donald J. Trump,40032
37089,Henderson,Howie Hawkins,175
37089,Henderson,Jo Jorgensen,670
37089,Henderson,Joseph R. Biden,27211
37089,Henderson,Write-in,152
37091,Hertford,Don Blankenship,7
37091,Hertford,Donald J. Trump,3479
37091,Hertford,Howie Hawkins,9
37091,Hertford,Jo Jorgensen,28
37091,Hertford,Joseph R. Biden,7097
37091,Hertford,Write-in,14
37093,Hoke,Don Blankenship,31
37093,Hoke,Donald J. Trump,9453
37093,Hoke,Howie Hawkins,50
37093,Hoke,Jo Jorgensen,262
37093,Hoke,Joseph R. Biden,11804
37093,Hoke,Write-in,39
37095,Hyde,Don Blankenship,1
37095,Hyde,Donald J. Trump,1418
37095,Hyde,Howie Hawkins,6
37095,Hyde,Jo Jorgensen,17
37095,Hyde,Joseph R. Biden,1046
37095,Hyde,Write-in,4
37097,Iredell,Don Blankenship,150
37097,Iredell,Donald J. Trump,67010
37097,Iredell,Howie Hawkins,178
37097,Iredell,Jo Jorgensen,907
37097,Iredell,Joseph R. Biden,33888
37097,Iredell,Write-in,238
37099,Jackson,Don Blankenship,58
37099,Jackson,Donald J. Trump,11356
37099,Jackson,Howie Hawkins,102
37099,Jackson,Jo Jorgensen,257
37099,Jackson,Joseph R. Biden,9591
37099,Jackson,Write-in,64
37101,Johnston,Don Blankenship,150
37101,Johnston,Donald J. Trump,68353
37101,Johnston,Howie Hawkins,215
37101,Johnston,Jade Simmons,2
37101,Johnston,Jo Jorgensen,1164
37101,Johnston,Joseph R. Biden,41257
37101,Johnston,Write-in,216
37103,Jones,Don Blankenship,5
37103,Jones,Donald J. Trump,3280
37103,Jones,Howie Hawkins,5
37103,Jones,Jo Jorgensen,34
37103,Jones,Joseph R. Biden,2197
37103,Jones,Write-in,4
37105,Lee,Don Blankenship,47
37105,Lee,Donald J. Trump,16469
37105,Lee,Howie Hawkins,65
37105,Lee,Jade Simmons,1
37105,Lee,Jo Jorgensen,235
37105,Lee,Joseph R. Biden,12143
37105,Lee,Write-in,48
37107,Lenoir,Don Blankenship,30
37107,Lenoir,Donald J. Trump,14590
37107,Lenoir,Howie Hawkins,29
37107,Lenoir,Jo Jorgensen,126
37107,Lenoir,Joseph R. Biden,13605
37107,Lenoir,Write-in,29
37109,Lincoln,Don Blankenship,59
37109,Lincoln,Donald J. Trump,36341
37109,Lincoln,Howie Hawkins,87
37109,Lincoln,Jo Jorgensen,373
37109,Lincoln,Joseph R. Biden,13274
37109,Lincoln,Write-in,83
37113,Macon,Don Blankenship,24
37113,Macon,Donald J. Trump,14211
37113,Macon,Howie Hawkins,31
37113,Macon,Jo Jorgensen,169
37113,Macon,Joseph R. Biden,6230
37113,Macon,Write-in,78
37115,Madison,Don Blankenship,19
37115,Madison,Donald J. Trump,7979
37115,Madison,Howie Hawkins,37
37115,Madison,Jo Jorgensen,103
37115,Madison,Joseph R. Biden,4901
37115,Madison,Write-in,37
37117,Martin,Don Blankenship,16
37117,Martin,Donald J. Trump,6532
37117,Martin,Howie Hawkins,13
37117,Martin,Jo Jorgensen,59
37117,Martin,Joseph R. Biden,5911
37117,Martin,Write-in,9
37111,McDowell,Don Blankenship,21
37111,McDowell,Donald J. Trump,16883
37111,McDowell,Howie Hawkins,45
37111,McDowell,Jo Jorgensen,184
37111,McDowell,Joseph R. Biden,5832
37111,McDowell,Write-in,38
37119,Mecklenburg,Don Blankenship,763
37119,Mecklenburg,Donald J. Trump,179211
37119,Mecklenburg,Howie Hawkins,1611
37119,Mecklenburg,Jade Simmons,33
37119,Mecklenburg,Jo Jorgensen,5427
37119,Mecklenburg,Joseph R. Biden,378107
37119,Mecklenburg,Write-in,1901
37121,Mitchell,Don Blankenship,12
37121,Mitchell,Donald J. Trump,7090
37121,Mitchell,Howie Hawkins,11
37121,Mitchell,Jo Jorgensen,47
37121,Mitchell,Joseph R. Biden,1867
37121,Mitchell,Write-in,14
37123,Montgomery,Don Blankenship,11
37123,Montgomery,Donald J. Trump,8411
37123,Montgomery,Howie Hawkins,13
37123,Montgomery,Jo Jorgensen,78
37123,Montgomery,Joseph R. Biden,4327
37123,Montgomery,Write-in,9
37125,Moore,Don Blankenship,70
37125,Moore,Donald J. Trump,36764
37125,Moore,Howie Hawkins,85
37125,Moore,Jo Jorgensen,520
37125,Moore,Joseph R. Biden,20779
37125,Moore,Write-in,121
37127,Nash,Don Blankenship,56
37127,Nash,Donald J. Trump,25827
37127,Nash,Howie Hawkins,75
37127,Nash,Jade Simmons,1
37127,Nash,Jo Jorgensen,287
37127,Nash,Joseph R. Biden,25947
37127,Nash,Write-in,78
37129,New Hanover,Don Blankenship,171
37129,New Hanover,Donald J. Trump,63331
37129,New Hanover,Howie Hawkins,362
37129,New Hanover,Jo Jorgensen,1521
37129,New Hanover,Joseph R. Biden,66138
37129,New Hanover,Write-in,307
37131,Northampton,Don Blankenship,7
37131,Northampton,Donald J. Trump,3989
37131,Northampton,Howie Hawkins,10
37131,Northampton,Jo Jorgensen,30
37131,Northampton,Joseph R. Biden,6069
37131,Northampton,Write-in,5
37133,Onslow,Don Blankenship,100
37133,Onslow,Donald J. Trump,46078
37133,Onslow,Howie Hawkins,136
37133,Onslow,Jo Jorgensen,1506
37133,Onslow,Joseph R. Biden,24266
37133,Onslow,Write-in,149
37135,Orange,Don Blankenship,82
37135,Orange,Donald J. Trump,20176
37135,Orange,Howie Hawkins,217
37135,Orange,Jade Simmons,7
37135,Orange,Jo Jorgensen,653
37135,Orange,Joseph R. Biden,63594
37135,Orange,Write-in,268
37137,Pamlico,Don Blankenship,5
37137,Pamlico,Donald J. Trump,4849
37137,Pamlico,Howie Hawkins,10
