fips,county,candidate,votes
45033,Dillon,Joseph R. Biden,6436
45035,Dorchester,Joseph R. Biden,33824
45037,Edgefield,Joseph R. Biden,4953
45039,Fairfield,Joseph R. Biden,7382
45041,Florence,Joseph R. Biden,31153
45043,Georgetown,Joseph R. Biden,15822
45045,Greenville,Joseph R. Biden,103030
45047,Greenwood,Joseph R. Biden,12145
45049,Hampton,Joseph R. Biden,5323
45051,Horry,Joseph R. Biden,59180
45053,Jasper,Joseph R. Biden,7185
45055,Kershaw,Joseph R. Biden,12699
45057,Lancaster,Joseph R. Biden,18937
45059,Laurens,Joseph R. Biden,10159
45061,Lee,Joseph R. Biden,5329
45063,Lexington,Joseph R. Biden,49301
45067,Marion,Joseph R. Biden,8872
45069,Marlboro,Joseph R. Biden,6290
45065,McCormick,Joseph R. Biden,2687
45071,Newberry,Joseph R. Biden,6958
45073,Oconee,Joseph R. Biden,10414
45075,Orangeburg,Joseph R. Biden,27295
45077,Pickens,Joseph R. Biden,13645
45079,Richland,Joseph R. Biden,132570
45081,Saluda,Joseph R. Biden,2963
45083,Spartanburg,Joseph R. Biden,52926
45085,Sumter,Joseph R. Biden,27379
45087,Union,Joseph R. Biden,4935
45089,Williamsburg,Joseph R. Biden,10289
45091,York,Joseph R. Biden,59008
