fips,county,candidate,votes
28019,Choctaw,Phil Collins,4
28021,Claiborne,Phil Collins,7
28023,Clarke,Phil Collins,6
28025,Clay,Phil Collins,17
28027,Coahoma,Phil Collins,6
28029,Copiah,Phil Collins,20
28031,Covington,Phil Collins,7
28033,DeSoto,Phil Collins,94
28035,Forrest,Phil Collins,29
28037,Franklin,Phil Collins,4
28039,George,Phil Collins,12
28041,Greene,Phil Collins,4
28043,Grenada,Phil Collins,13
28045,Hancock,Phil Collins,16
28047,Harrison,Phil Collins,82
28049,Hinds,Phil Collins,114
28051,Holmes,Phil Collins,13
28053,Humphreys,Phil Collins,3
28055,Issaquena,Phil Collins,1
28057,Itawamba,Phil Collins,11
28059,Jackson,Phil Collins,49
28061,Jasper,Phil Collins,10
28065,Jefferson Davis,Phil Collins,11
28063,Jefferson,Phil Collins,1
28067,Jones,Phil Collins,26
28069,Kemper,Phil Collins,9
28071,Lafayette,Phil Collins,14
28073,Lamar,Phil Collins,19
28075,Lauderdale,Phil Collins,24
28077,Lawrence,Phil Collins,5
28079,Leake,Phil Collins,8
28081,Lee,Phil Collins,32
28083,Leflore,Phil Collins,9
28085,Lincoln,Phil Collins,11
28087,Lowndes,Phil Collins,21
28089,Madison,Phil Collins,53
28091,Marion,Phil Collins,11
28093,Marshall,Phil Collins,23
28095,Monroe,Phil Collins,22
28097,Montgomery,Phil Collins,4
28099,Neshoba,Phil Collins,12
28101,Newton,Phil Collins,9
28103,Noxubee,Phil Collins,6
28105,Oktibbeha,Phil Collins,28
28107,Panola,Phil Collins,19
28109,Pearl River,Phil Collins,12
28111,Perry,Phil Collins,4
28113,Pike,Phil Collins,22
28115,Pontotoc,Phil Collins,16
28117,Prentiss,Phil Collins,9
28119,Quitman,Phil Collins,3
28121,Rankin,Phil Collins,57
28123,Scott,Phil Collins,13
28125,Sharkey,Phil Collins,1
28127,Simpson,Phil Collins,14
28129,Smith,Phil Collins,11
28131,Stone,Phil Collins,14
28133,Sunflower,Phil Collins,8
28135,Tallahatchie,Phil Collins,9
28137,Tate,Phil Collins,12
28139,Tippah,Phil Collins,14
28141,Tishomingo,Phil Collins,11
28143,Tunica,Phil Collins,7
28145,Union,Phil Collins,10
28147,Walthall,Phil Collins,6
28149,Warren,Phil Collins,25
28151,Washington,Phil Collins,19
28153,Wayne,Phil Collins,4
28155,Webster,Phil Collins,4
28157,Wilkinson,Phil Collins,4
28159,Winston,Phil Collins,6
28161,Yalobusha,Phil Collins,8
28163,Yazoo,Phil Collins,10
28001,Adams,Howie Hawkins,10
28003,Alcorn,Howie Hawkins,9
28005,Amite,Howie Hawkins,10
28007,Attala,Howie Hawkins,11
28009,Benton,Howie Hawkins,5
28011,Bolivar,Howie Hawkins,19
28013,Calhoun,Howie Hawkins,4
28015,Carroll,Howie Hawkins,7
28017,Chickasaw,Howie Hawkins,9
28019,Choctaw,Howie Hawkins,2
28021,Claiborne,Howie Hawkins,10
28023,Clarke,Howie Hawkins,14
28025,Clay,Howie Hawkins,12
28027,Coahoma,Howie Hawkins,14
28029,Copiah,Howie Hawkins,11
28031,Covington,Howie Hawkins,3
28033,DeSoto,Howie Hawkins,96
28035,Forrest,Howie Hawkins,54
28037,Franklin,Howie Hawkins,3
28039,George,Howie Hawkins,10
28041,Greene,Howie Hawkins,4
28043,Grenada,Howie Hawkins,8
28045,Hancock,Howie Hawkins,23
28047,Harrison,Howie Hawkins,101
28049,Hinds,Howie Hawkins,110
28051,Holmes,Howie Hawkins,15
28053,Humphreys,Howie Hawkins,4
28055,Issaquena,Howie Hawkins,0
