year,type,code,district,status,candidate,county,city,ward,precinct,label,votes,none
2020,GEN,1,00000,0,Don Blankenship,81,2,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,4,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,4,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,81,4,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,81,6,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,8,0,1,,4,
2020,GEN,1,00000,0,Don Blankenship,81,8,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,8,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,10,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,81,12,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,12,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,81,14,0,1,,5,
2020,GEN,1,00000,0,Don Blankenship,81,14,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,14,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,16,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,81,18,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,18,0,2,,3,
2020,GEN,1,00000,0,Don Blankenship,81,20,0,1,,5,
2020,GEN,1,00000,0,Don Blankenship,81,20,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,20,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,1,,4,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,4,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,5,,3,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,6,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,7,,1,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,8,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,9,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,10,,1,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,11,,2,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,12,,6,
2020,GEN,1,00000,0,Don Blankenship,81,22,0,13,,2,
2020,GEN,1,00000,0,Don Blankenship,81,24,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,24,0,2,,3,
2020,GEN,1,00000,0,Don Blankenship,81,24,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,26,0,1,,3,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,2,,3,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,4,,0,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,6,,1,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,28,0,8,,1,
2020,GEN,1,00000,0,Don Blankenship,81,30,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,32,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,32,0,2,,6,
2020,GEN,1,00000,0,Don Blankenship,81,32,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,32,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,81,32,0,5,,6,
2020,GEN,1,00000,0,Don Blankenship,81,34,0,1,,8,
2020,GEN,1,00000,0,Don Blankenship,81,36,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,36,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,81,36,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,38,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,38,0,2,,3,
2020,GEN,1,00000,0,Don Blankenship,81,38,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,1,,3,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,4,,3,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,5,,2,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,6,,0,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,7,,1,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,8,,1,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,9,,2,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,10,,2,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,11,,3,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,12,,2,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,13,,4,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,14,,3,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,15,,4,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,17,,2,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,18,,4,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,19,,0,
2020,GEN,1,00000,0,Don Blankenship,81,40,0,20,,2,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,2,,2,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,4,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,5,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,6,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,8,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,9,,4,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,10,,3,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,11,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,1,12,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,4,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,5,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,6,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,8,,2,
2020,GEN,1,00000,0,Don Blankenship,81,52,2,9,,2,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,4,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,5,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,6,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,8,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,9,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,3,10,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,4,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,5,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,6,,3,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,8,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,9,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,4,10,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,4,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,5,,2,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,6,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,7,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,8,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,9,,1,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,10,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,11,,0,
2020,GEN,1,00000,0,Don Blankenship,81,52,5,12,,0,
2020,GEN,1,00000,0,Don Blankenship,81,53,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,53,0,2,,4,
2020,GEN,1,00000,0,Don Blankenship,81,54,0,1,W,4,
2020,GEN,1,00000,0,Don Blankenship,81,55,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,55,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,81,55,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,56,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,81,56,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,56,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,81,58,1,1,,1,
2020,GEN,1,00000,0,Don Blankenship,81,58,1,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,1,3,,1,
2020,GEN,1,00000,0,Don Blankenship,81,58,2,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,2,2,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,2,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,2,4,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,3,1,,0,
2020,GEN,1,00000,0,Don Blankenship,81,58,3,2,,2,
2020,GEN,1,00000,0,Don Blankenship,81,58,3,3,,0,
2020,GEN,1,00000,0,Don Blankenship,81,9999,0,9999,,0,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,1,,5,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,3,,4,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,4,,0,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,5,,3,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,6,,1,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,7,,1,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,8,,0,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,9,,3,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,10,,3,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,11,,0,
2020,GEN,1,00000,0,Don Blankenship,82,2,0,12,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,2,,3,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,6,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,7,,2,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,8,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,9,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,10,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,11,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,12,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,13,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,14,,2,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,15,,3,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,16,,2,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,17,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,18,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,19,,8,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,20,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,21,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,22,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,23,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,24,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,25,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,26,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,27,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,28,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,29,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,30,,3,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,31,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,32,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,33,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,34,,2,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,35,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,36,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,37,,1,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,38,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,39,,0,
2020,GEN,1,00000,0,Don Blankenship,82,4,0,40,,2,
2020,GEN,1,00000,0,Don Blankenship,82,6,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,82,6,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,82,6,0,3,,3,
2020,GEN,1,00000,0,Don Blankenship,82,6,0,4,,0,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,3,,3,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,4,,4,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,5,,5,
2020,GEN,1,00000,0,Don Blankenship,82,10,0,6,,0,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,5,,2,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,6,,2,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,7,,3,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,8,,2,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,9,,4,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,10,,1,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,11,,3,
2020,GEN,1,00000,0,Don Blankenship,82,12,0,12,,2,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,3,,4,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,5,,0,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,6,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,7,,0,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,8,,2,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,9,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,10,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,11,,1,
2020,GEN,1,00000,0,Don Blankenship,82,14,0,12,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,2,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,3,,3,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,6,,2,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,7,,2,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,8,,4,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,9,,2,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,10,,0,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,11,,2,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,12,,6,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,13,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,14,,3,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,15,,5,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,16,,4,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,17,,5,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,18,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,19,,1,
2020,GEN,1,00000,0,Don Blankenship,82,16,0,20,,2,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,3,,0,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,4,,1,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,82,20,0,6,,2,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,1,,5,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,2,,5,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,4,,3,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,6,,2,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,7,,4,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,8,,1,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,9,,1,
2020,GEN,1,00000,0,Don Blankenship,82,22,0,10,,0,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,1,,2,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,4,,0,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,5,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,7,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,8,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,9,,2,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,10,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,11,,3,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,12,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,13,,2,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,14,,1,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,15,,4,
2020,GEN,1,00000,0,Don Blankenship,82,52,0,16,,0,
2020,GEN,1,00000,0,Don Blankenship,82,53,0,1,,1,
2020,GEN,1,00000,0,Don Blankenship,82,53,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,1,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,2,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,3,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,4,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,5,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,6,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,7,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,8,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,9,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,10,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,11,,2,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,12,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,13,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,15,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,16,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,17,,5,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,18,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,19,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,20,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,21,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,22,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,23,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,24,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,25,,3,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,26,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,27,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,28,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,29,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,30,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,31,,2,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,32,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,33,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,34,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,35,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,36,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,37,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,38,,2,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,40,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,41,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,42,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,43,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,44,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,45,,3,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,46,,3,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,47,,3,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,48,,0,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,49,,1,
2020,GEN,1,00000,0,Don Blankenship,82,54,0,50,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,1,,3,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,2,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,3,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,4,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,5,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,6,,4,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,7,,3,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,8,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,9,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,10,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,11,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,12,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,13,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,14,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,15,,3,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,16,,3,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,17,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,18,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,19,,0,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,20,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,21,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,22,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,23,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,24,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,25,,2,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,26,,1,
2020,GEN,1,00000,0,Don Blankenship,82,56,0,27,,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,1,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,2,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,3,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,4,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,5,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,6,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,7,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,8,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,9,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,10,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,11,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,12,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,13,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,14,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,15,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,16,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,17,AVCB,5,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,18,AVCB,4,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,19,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,20,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,21,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,22,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,23,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,24,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,25,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,26,AVCB,5,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,27,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,28,AVCB,1,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,29,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,30,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,31,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,32,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,33,AVCB,4,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,34,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,35,AVCB,0,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,36,AVCB,4,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,37,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,38,AVCB,5,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,39,AVCB,3,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,40,AVCB,2,
2020,GEN,1,00000,0,Don Blankenship,82,57,0,41,AVCB,1,
