contest_id,election_date,election_type,primary_party,is_voter_statistics,question_number,question_text,question_type,question_grouping,office_name,district_type,district_name,candidate_name,is_pseudocandidate,candidate_party,candidate_party_2,candidate_party3,candidate_party4,candidate_for_retention_or_recall,granular_division_type,granular_division_name,votes
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Jo Jorgensen",0,Libertarian,,,,,County,Franklin,87
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Brock Pierce",0,Independent,,,,,County,Franklin,28
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Kanye West",0,Independent,,,,,County,Franklin,12
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Total Ballots Cast",1,,,,,,County,Fremont,6719
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Total Votes Cast",1,,,,,,County,Fremont,6719
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Donald J. Trump",0,Republican,,,,,County,Fremont,5548
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Joseph R. Biden",0,Democratic,,,,,County,Fremont,998
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Don Blankenship",0,Constitutional,,,,,County,Fremont,16
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Rocky ""Rocky"" De La Fuente",0,Independent,,,,,County,Fremont,14
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Jo Jorgensen",0,Libertarian,,,,,County,Fremont,88
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Brock Pierce",0,Independent,,,,,County,Fremont,24
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Kanye West",0,Independent,,,,,County,Fremont,31
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Total Ballots Cast",1,,,,,,County,Gem,9958
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Total Votes Cast",1,,,,,,County,Gem,9958
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Donald J. Trump",0,Republican,,,,,County,Gem,7951
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Joseph R. Biden",0,Democratic,,,,,County,Gem,1803
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Don Blankenship",0,Constitutional,,,,,County,Gem,14
5723,"2020-11-03 00:00:00",General,,0,,,,,President,State,Idaho,"Rocky ""Rocky"" De La Fuente",0,Independent,,,,,County,Gem,15
